C�digo;Denominaci�n;Rubro;Marca;Precio Compra
1918;ALMOHADITAS DE LIM�N GRANIX;CEREALES;GRANIX;19087
1919;CHORIZO X 3U. - VEGGIELAND;VEGANOS;VEGGIELAND;9084
192;SEMOL�N - GRANEL;HARINAS;GRANEL;6338
1920;CALCIO X 50 CAPS - NATIER;LABORATORIO;NATIER;16568
1921;INFUSION JENGIBRE - OASIS;INFUSIONES Y TES;OASIS;8815
1922;CARDO MARIANO X 30 COMPR. - EL NATURALISTA;LABORATORIO;EL NATURALISTA;20468
1923;BOCADITO CHOCOLATE ARANDANO - INTEGRA;VEGANOS;INTEGRA;1309
1924;TORTILLA RAPIDITA CON SEMILLAS VEGANA - GRUN;VEGANOS;GRUN;8993
1925;BOCADITO CHOCOLATE MANI - INTEGRA;VEGANOS;INTEGRA;1309
1926;MIX HERBOTECA;FRUTOS SECOS;HERBOTECA;34375
1927;CHIA PUDDING PROTEICO CHOCOLATE X 300GR - GRANGER;REPOSTER�A;GRANGER;13612
1928;BISGLICINATO DE MAGNESIO X 50 CAPS - NATIER;LABORATORIO;NATIER;17690
1929;VITAMINA D X 30 ISA;LABORATORIO;ISA;16833
193;CAF� VERDE EN GRANOS - GRANEL;GRANOS Y LEGUMBRES;GRANEL;68858
1930;BARRITA INTEGRA ALMENDRA NUEZ;VEGANOS;INTEGRA;1619
1931;BARRITA INTEGRA BANANA NUEZ;VEGANOS;INTEGRA;1619
1932;BARRITA INTEGRA CAJU ARANDANOS;VEGANOS;INTEGRA;1619
1933;BARRITA INTEGRA CHOCOLATE AVENA;VEGANOS;INTEGRA;1619
1934;BARRITA INTEGRA GIRASOL ARANDANOS;VEGANOS;INTEGRA;1619
1937;QUINOA NEGRA SEMILLAS- GRANEL;SEMILLAS;GRANEL;21324
194;LECITINA DE SOJA GRANULADA - GRANEL;VARIOS;GRANEL;134813
1940;BARRITA INTEGRA CHOCOLATE ARANDANOS;VEGANOS;INTEGRA;1839
1941;EMPANADAS JAMON Y QUESO X 3 - PANYUCA;SIN TACC;PANYUCA;8821
1942;PANCETA AHUMADA 5 FETAS - VEGGIELAND;VEGANOS;VEGGIELAND;8743
1943;BUDIN DE VAINILLA - ANGIOLA (x U.);SIN TACC;ANGIOLA;4229
1944;BUDIN CHIP CHOCOLATE - ANGIOLA;SIN TACC;ANGIOLA;4229
1945;BUDIN CON FRUTAS - ANGIOLA;SIN TACC;ANGIOLA;4229
195;ACHIOTE MOLIDO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;60022
1950;CASCARA SAGRADA + ALOE BLISTER - VITAMIN WAY;LABORATORIO;VITAMIN WAY;2537
1951;TUPAC YUPANQUI;CREMAS Y POMADAS;TUPAC YUPANQUI;5381
1952;GRANOLA X 500GR - PATAGONIA GRAINS;SIN TACC;PATAGONIA GRAINS;12198
1954;PANCAKE PROTEICO KETO X 450G - GRANGER;REPOSTER�A;GRANGER;15912
1955;PAPEL DE ARROZ X 300 GRS (STAR LION);JAPONESES;STAR LION;13036
1956;RESVERATROL NATIER X 50 CAPSULAS;LABORATORIO;NATIER;27989
1957;LIFTING ORAL NATIER X 50 CAP;LABORATORIO;NATIER;55527
1958;MALTODEXTRINA PULVER;SUPLEMENTOS DEPORTIVOS;PULVER;13141
1959;DULCE DE LECHE S/A X 400GR - TRINI;DULCES Y MERMELADAS;TRINI;9093
196;AN�S EN GRANO - GRANEL;SEMILLAS;GRANEL;37418
1960;CAFE TOSTADO SUTIL 100% ARABICA X 250GR - LA VIRGINIA;VARIOS;LA VIRGINIA;10272
1961;CAFE TOSTADO BLEND TIPO ITALIANO X 250 GR - MORENITA;VARIOS;MORENITA;10892
1964;GALLETAS MANI Y ALMENDRAS X 72GR - INTEGRA;PANIFICADOS;INTEGRA;1704
197;CACAO NIBS ORG�NICO - GRANEL;REPOSTER�A;GRANEL;83500
1970;GRANOLA MONARCA X 1KG CON OMEGA 3 Y6;CEREALES;MONARCA;14905
1971;GRANOLA MONARCA X 1KG ULTRA PROTEIN;CEREALES;MONARCA;16076
1972;GRANOLA MONARCA X 1KG PREMIUM;CEREALES;MONARCA;16308
1973;GRANOLA MONARCA X 1KG PASTA DE MANI;CEREALES;MONARCA;11963
1974;GRANOLA MONARCA X 1KG FRUIT ENERGY;CEREALES;MONARCA;12197
1975;GRANOLA MONARCA X 1KG TROPICAL;CEREALES;MONARCA;14829
1976;GRANOLA MONARCA X 1KG CACAO POWER;CEREALES;MONARCA;11868
1977;LEVADURA CALSA SABOR MANZANA X 200GR;LABORATORIO;CALSA;11761
198;MIJO PELADO - GRANEL;SEMILLAS;GRANEL;8337
1980;TARTA CALABAZA SIN TACC - PANYUCA;SIN TACC;PANYUCA;9247
1981;TARTA CHOCLO SIN TACC - PANYUCA;SIN TACC;PANYUCA;9247
1982;TARTA CAPRESSE SIN TACC- PANYUCA;SIN TACC;PANYUCA;9247
1983;TARTA POLLO SIN TACC- PANYUCA;SIN TACC;PANYUCA;9247
1985;TINTURA MADRE CASTA�O DE INDIAS - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
1986;TINTURA MADRE FUCUS - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
1989;L-CARNITINA HTN X 60 CAP;SUPLEMENTOS DEPORTIVOS;HTN;31864
199;TINTURA MADRE HIPERICON X 60 CC - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
1990;GALLETAS ORGANICAS AVENA MIEL X 170GR - CACHAFAZ;ORGANICOS;CACHAFAZ;2806
1995;SHAMPU SOLIDO ROSAS- ROSA MOSQ X 80GR- BOTIK;COSMETICA;BOTIK;17031
1996;XT GOLD PROTEIN HTN FRUTILLA;SUPLEMENTOS DEPORTIVOS;HTN;104163
1997;DENTIFRICO 50CC. SAVIA;COSMETICA;SAVIA;7645
1998;RIPPED MAX NEXT GENERATION ENA 60 TAB;SUPLEMENTOS DEPORTIVOS;ENA;41219
1999;CEBOLLA DE VERDEO EN POLVO;DESECADOS;GRANEL;64290
2;DROPS DE CHOCOLATE BLANCO - GRANEL;REPOSTER�A;GRANEL;22425
20;MERMIDIET FRUTILLA;SIN AZ�CAR;MERMIDIET;8620
200;TINTURA MADRE MELISA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2000;TISANA CELULITIS SAINT G x 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5424
2001;INFUSION BUENA LINEA SAITN GOTHARD;INFUSIONES Y TES;SAINT GOTTARD;7965
2002;INFUSION TE VERDE CON CEREZA SAINT GOTHARD;INFUSIONES Y TES;SAINT GOTTARD;6595
2003;ACEITE DE ARNICA EL NATURALISTA;ACEITES COSMETICOS;EL NATURALISTA;15403
2004;SUPLEMENTO 0,44;LABORATORIO;LUCOVER;6912
2005;CALCIO CUBANO;LABORATORIO;LUCOVER;3440
2006;TINTURA PIPER SOMBRA DE TORO;LABORATORIO;PIPER POL;11198
2007;REBOZADOR INTEGRAL X 750GR - GRANIX;PANIFICADOS;GRANIX;2786
2008;TINTURA MADRE PEZU�A DE VACA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2009;TINTURA MADRE ROMPEPIEDRAS - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
201;TINTURA MADRE PASIONARIA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2010;TINTURA MADRE SOMBRA DE TORO - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2011;TINTURA MADRE BRUSCA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7221
2012;TINTURA MADRE ARANDANOS - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;9050
2013;TINTURA MADRE CRATAEGUS - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;9045
2014;TINTURA MADRE HARPAGOFITO - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;10687
2015;CAJA BOTANICOS - HERBOTECA;DELICATESSEN;HERBOTECA;38734
2016;LICOR PRIMO X 250 CC;VARIOS;;18470
2017;ARROPE DE UVA MUPAY;VARIOS;MUPAY;20800
2019;ARANDANOS EL NATURALISTA X 30 COMP;LABORATORIO;EL NATURALISTA;18545
202;TINTURA MADRE U�A DE GATO - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;13210
2020;INFUSION FRUTILLA DURAZNO Y NARANJA;INFUSIONES Y TES;SAINT GOTTARD;8115
2021;VIGORCIN SEX HOMBRE X 60COMP.;LABORATORIO;GEONAT;18095
2022;DEPURATIVO PIPER POL;LABORATORIO;PIPER POL;11198
2023;TINTURA HAMMAMELIS PIPER POL;LABORATORIO;PIPER POL;15121
2024;ZENTRO X 15 SOBRES;LABORATORIO;ISA;20138
2025;ZENTRO X 30 COMP;LABORATORIO;ISA;31602
2026;MAGNESIO 100 NATUFARMA X 60 COMP;LABORATORIO;NATUFARMA;29013
2027;STEVIA CRISTALIZADA X 300GR - DULRI;EDULCORANTES;DULRI;18102
2028;K2 + D3 X 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;16483
203;TINTURA MADRE UVA URSI - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;9045
2030;EDULCORANTE SI DIET X 500 ML;EDULCORANTES;SI DIET;5433
2031;EDULCORANTE SI DIET X 250 ML;EDULCORANTES;SI DIET;4731
2032;GRAVIOLA X 90 CAP PRODENZA;LABORATORIO;PRODENZA;20992
2033;DIABETIZAN X 90 CAP INCAVIT;LABORATORIO;INCAVIT;40555
2034;STEVIA EN POLVO DULRI X 90 GRS;EDULCORANTES;DULRI;9702
2035;PURA FRUTTA NARANJA X 200 ML;JUGOS;PURA FRUTTA;1573
204;TINTURA MADRE VALERIANA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;12930
2040;GALLETA DE ARROZ INTEGRAL X 150GR- CARILO;SIN TACC;CARILO;2009
2042;TARTA JAMON Y QUESO SIN TACC- PANYUCA;SIN TACC;PANYUCA;9247
2045;GALLETAS DE ARROZ SIN AZUCAR SABOR VAINILLA X 150GR- CARILO;SIN TACC;CARILO;2009
205;TINTURA MADRE ZARZAPARRILLA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2053;ACETO SABORES DE LA CORDILLERA TINTO X 250 ML;ACEITES COMESTIBLE;SABORES DE LA CORDILLERA;9445
2054;PASTA DENTAL AYURVEDICA ULTRA BLANQUEADORA X 100GR - SRI SRI;COSMETICA;SRI SRI;7551
2055;PASTA DENTAL AYURVEDICA EXTRA FRESH X 100GR - SRI SRI;COSMETICA;SRI SRI;7551
2056;PROTEINA DE ARVEJA AISLADA VAINILLA X 750CC - GRANGER;SUPLEMENTOS DEPORTIVOS;GRANGER;39585
2059;C�RCUMA CONCENTRADA X 50 CAP NATIER;LABORATORIO;NATIER;23702
206;GRANOLA ORAN - ORAN;CEREALES;ORAN;19674
2060;LIMONADA CARDAMOMO ORGANICA X 500ML - LAS BRISAS;JUGOS;LAS BRISAS;3951
2061;ALMOHADITAS DE MANZANA Y CANELA - GRANIX;CEREALES;GRANIX;19087
2066;ACEITE DE OLIVA OLIO SANTO X 500 ML;ACEITES COMESTIBLE;OLIO SANTO;12232
2067;ACEITE DE OLIVA OLIO SANTO X 250 ML;ACEITES COMESTIBLE;OLIO SANTO;10333
207;BOCADITOS ORAN - ORAN;CEREALES;ORAN;2098
2072;BARRITA CHOCOLATE AGUILA;VARIOS;AGUILA;1021
2073;BARRITA CHOCOLATE 60% AGUILA;VARIOS;AGUILA;1021
2074;ALFAJOR DE ALCAYOTA - LA ALFAJORERIA;PASTAS, PANIFICADOS Y REPOSTERIA;LA ALFAJORERIA;1192
208;TINTURA MADRE ALFALFA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2089;SORRENTINOS ESPINACA, MUZZARELLA Y RICOTA - PANYUCA;SIN TACC;PANYUCA;11989
209;TINTURA MADRE AMARGON - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2098;JUGO DE ARANDANOS MAMMA CHIA X 1,5 LTS;VARIOS;;2826
21;PRE MEZCLA PANADERIA Y REPOSTERIA X 1 KG - NATUZEN;SIN TACC;NATUZEN;9744
210;TINTURA MADRE AMBAY - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2100;CREATINA GRANGER;SUPLEMENTOS DEPORTIVOS;GRANGER;34064
211;TINTURA MADRE CARQUEJA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2111;FIDEOS SOYARROZ TRADICIONAL FINO X 300 GRS;SIN TACC;SOYARROZ;3903
2112;FIDEOS SOYARROZ MORRON X 300 GRS;SIN TACC;SOYARROZ;3903
2113;FIDEOS SOYARROZ INTEGRAL X 300 GRS;SIN TACC;SOYARROZ;3903
2114;FIDEOS SOYARROZ ESPINACA X 300 GRS;SIN TACC;SOYARROZ;3903
212;TINTURA MADRE CENTELLA ASIATICA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;9045
213;TINTURA MADRE COLA DE CABALLO - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
214;TINTURA MADRE EQUINACEA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;15449
215;TINTURA MADRE GINKGO BILOBA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;9045
2157;BUDIN ARANDANO KETO Y SIN LACTOSA X 270GR - ATIPICO;SIN TACC;ATIPICO;10436
2159;MERENGUITOS;PASTAS, PANIFICADOS Y REPOSTERIA;DELEITES;29204
216;TINTURA MADRE HINOJO - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;7590
2160;TAPITAS DE ALFAJOR;PASTAS, PANIFICADOS Y REPOSTERIA;DELEITES;14602
217;ESENCIA ECEA TODOS LOS SABORES - ECEA;REPOSTER�A;ECEA;4146
218;CORAZONES DE ALCAUCIL AL NATURAL X 660 GRS;DELICATESSEN;CASA DE LA TORRE;17008
219;ACEITE ESENCIAL DE LAVANDA BIOFIT;ACEITES COSMETICOS;BIOFIT;6508
22;DISCOS SIN SAL - ARROZEN;SIN TACC;ARROZEN;2001
220;HELADO CHOCO BLANCO Y FRAMBUESA X 370GR - HAULANI;FRESCOS Y CONGELADOS;HAULANI;15442
2200;HIERRO QUELADO X 50 CAPS - NATIER;LABORATORIO;NATIER;25030
2201;PASTA DENTAL AYURVEDICA SIN FLUOR MENTA x 100GR - SRI SRI;COSMETICA;SRI SRI;7889
2202;MEDIALUNAS SIBO X 3U - ATIPICO;SIN TACC;ATIPICO;9784
2203;PANCAKE PROTEICO KETO X 200GR - GRANGER;REPOSTER�A;GRANGER;12042
2204;SALSA SPICY Y MANGO X 280CC - PAMPA GOURMET;SALSAS Y ADEREZOS;PAMPA GOURMET;9676
221;CHOCOLATE AGUILA X150 GRS - AGUILA;SIN TACC;AGUILA;5731
222;MAYOV ALBAHACA X 270GR;VEGANOS;RECETAS DE ENTONCES;9808
223;BASTONCITOS NOT CHEESE X 300GR;VEGANOS;NOTCO;8772
224;HARINA DE COCA INSTANTANEA X 100GRS - LUCOVER (x U.);LABORATORIO;LUCOVER;1599
225;GALLETAS AVENA Y CHIPS DE CHOCOLATE- CACHAFAZ;PANIFICADOS;CACHAFAZ;3856
226;MACA KALLPA POLVO - GRANEL (x Kg.);HARINAS;GRANEL;8648
227;MACA NEGRA POLVO -;LABORATORIO;;3587
229;TE VERDE CON JAZMIN;INFUSIONES Y TES;PATAGONIA;6998
23;DISCOS CON SAL - ARROZEN;SIN TACC;ARROZEN;2001
230;EARL GREY- DELHI TEA;INFUSIONES Y TES;DELHI TEA;6348
231;BIZCOCHOS PEPAS SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
232;RELAX BLEND X 50 CAPS - NATIER;LABORATORIO;NATIER;22886
233;MATCHA + JENGIBRE X 50GR;LABORATORIO;ORGANIKAL;14236
234;TARTA DE COCO Y DDL KETO - ATIPICO;SIN TACC;ATIPICO;7831
235;SALSA CHILE HABANERO 120 ML - EL YUCATECO;SALSAS Y ADEREZOS;EL YUCATECO;13534
236;NUEZ MOSCADA ENTERA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;2401
237;ACEITE DE ROSA MOSQUETA DE BARILOCHE - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
238;ACEITE DE GERMEN DE TRIGO 40 CC - AGROPATAGONIA (x U.);ACEITES COSMETICOS;AGROPATAGONIA;5416
239;ACEITE DE JOJOBA 40 CC - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
24;DISCOS DULCES - ARROZEN;SIN TACC;ARROZEN;2001
240;TIERRA CURATIVA GAIA 1 KILO - GAIA;COSMETICA;GAIA;3087
241;ACEITE DE LINO 40 CC - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
242;ACEITE DE ALMENDRAS 40 CC - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
243;ACEITE DE COCO 40 CC - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
244;ACEITE DE ARGAN 40 CC - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;5416
245;SHAMPU AGUATINTA SIN TACC - AGUATINTA;COSMETICA;AGUATINTA;8612
246;KALE MATCHA Y JENGIBRE X 500CC - NATIER;LABORATORIO;NATIER;19628
247;JABON LIQUIDO AGUATINTA SIN TACC - AGUATINTA;COSMETICA;AGUATINTA;8093
248;EMULSION CORPORAL AGUATINTA SIN TACC - AGUATINTA;COSMETICA;AGUATINTA;9685
249;ALCANFOR PASTILLAS - TIBALDI;VARIOS;TIBALDI;881
25;CUADRADAS CON SAL - ARROZEN;SIN TACC;ARROZEN;2314
250;FILTRO PARA BOMBILLA X 2 UNID - HERBOTECA;VARIOS;HERBOTECA;3043
251;PIEDRA ALUMBRE - MINERA SALUD;COSMETICA;MINERA SALUD;4615
252;ESPONJA VEGETAL NATURAL - HERBOTECA;COSMETICA;HERBOTECA;3895
253;TRATAMIENTO CAPILAR - SOCOTRINO;COSMETICA;SOCOTRINO;7610
2530;PASTA DE MANI NATURAL 370 GR- ENTRE NUTS;VARIOS;ENTRE NUTS;4123
2531;PASTA DE MANI CROCANTE 370 GR- ENTRE NUTS;VARIOS;ENTRE NUTS;4123
254;SHAMPU ORTIGA - SOCOTRINO;COSMETICA;SOCOTRINO;7610
255;SHAMPU ROMERO - SOCOTRINO;COSMETICA;SOCOTRINO;7610
256;SHAMPU JALEA REAL - SOCOTRINO;COSMETICA;SOCOTRINO;7610
257;SHAMPU ALOE VERA - SOCOTRINO;COSMETICA;SOCOTRINO;7610
258;ACONDICIONADOR ORTIGA - SOCOTRINO;COSMETICA;SOCOTRINO;7610
259;ACONDICIONADOR ROMERO - SOCOTRINO;COSMETICA;SOCOTRINO;7610
26;CUADRADAS SIN SAL - ARROZEN;SIN TACC;ARROZEN;2314
260;ACONDICIONADOR JALEA REAL - SOCOTRINO;COSMETICA;SOCOTRINO;7610
261;ACEITE PARA MASAJES/ ARNICA - AGROPATAGONIA;ACEITES COSMETICOS;AGROPATAGONIA;7891
262;VITAMINA D VW X30 - VITAMIN WAY;LABORATORIO;VITAMIN WAY;8948
263;TISANA ADELGAZANTE SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
264;TISANA ANTI STRESS SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
265;TISANA ANTICOLESTEROL SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
266;TISANA BRONQUIAL SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
2669;GRANOLA MONARCA X 1KG CON STEVIA;CEREALES;MONARCA;16423
267;TISANA CIRCULATORIO SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
268;TISANA DIABETES SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
2687;RELAX NOCHE X 20 CAP;LABORATORIO;VITAMIN WAY;9225
269;TISANA DIURETICO SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
2690;RELAX DIA X 20 COMP;LABORATORIO;VITAMIN WAY;7869
27;CUADRADAS DULCES - ARROZEN;SIN TACC;ARROZEN;2314
270;TISANA HEPATICO SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
271;TISANA LAXANTE SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
2717;FUCUS CONCENTRADO 50 CAPS - NATIER;LABORATORIO;NATIER;17884
272;TISANA PRESION SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
273;TISANA PROSTATA SIANT G X25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
274;TISANA SEDANTE SAINT G X 25 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5604
275;INFUSION MATCHA MENTA LIMON SAINT G - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
276;INFUSION GROSELLA MORA ARAND SAINT G - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
277;INFUSION LIMON LIMA JENGIBRE MENTA SAINT G;INFUSIONES Y TES;SAINT GOTTARD;8115
278;INFUSION CHAI ROSA MOSQUETA CANELA SAINT G;INFUSIONES Y TES;SAINT GOTTARD;8115
279;INFUSION DE FRUTAS ARANDANO FRAMB SAINT G X 20;INFUSIONES Y TES;SAINT GOTTARD;8115
28;MERMIDIET HIGO - MERMIDIET;SIN AZ�CAR;MERMIDIET;8187
280;INFUSION DURAZNO MARACUYA SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
281;INFUSION FRUTOS DEL BOSQUE SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
282;INFUSION MANZ CANELA MIEL SAIINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;4589
283;INFUSION NARANJA CANELA ANIS SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
284;INFUSION SURTIDO FRUTAL SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;9170
285;INFUSION VARIEDAD FRUTAL SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;9170
286;INFUSION TILO/CEDRON/MELISA X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;7732
287;INFUSION MORINGA - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;5047
2874;PROPOLEOS X 100 cc;HIERBAS MEDICINALES;HERBOTECA;30835
288;INFUSION BOLDO SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;4568
289;INFUSION MENTA SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3897
2890;BROWNIE KETO - ATIPICO;SIN TACC;ATIPICO;6562
29;REBOZADOR DE ARROZ - NATUZEN;SIN TACC;NATUZEN;2863
290;INFUSION MANZANILLA SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3319
291;INFUSION TILO SAINT G X 20;INFUSIONES Y TES;SAINT GOTTARD;5047
292;INFUSION CEDRON SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3692
293;INFUSION TE VERDE SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3446
294;INFUSION ROYAL BLACK SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3389
295;INFUSION TE ROJO SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;3938
296;INFUSION ROOIBOS FRUTOS ROJOS X 20 SAINT G - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
2964;GELATINA LIGHT FRUTILLA - BC;SIN AZ�CAR;BC;1635
297;INFUSION ROOIBOS AVELLANA CAR SAINT G X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;8115
2976;MILANESA DE SOJA Y GARBANZOS - DO�A ANTONIA;FRESCOS Y CONGELADOS;DO�A ANTONIA;5542
298;ADELGAFRUTA FRUTOS DEL BOSQUE X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;6410
2987;MEDIO MAPLE HUEVOS ORGANICOS MEDIANOS - OLIUE;ORGANICOS;OLIUE;5017
299;ADELGAFRUTA LIMON/LIMA/JEN/MENT X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;6410
2994;PRE MEZCLA PARA PAN NATUZEN X 450 GRS.;SIN TACC;NATUZEN;6673
3;DROPS NEGRO - GRANEL;REPOSTER�A;GRANEL;22425
30;PAN RALLADO X 450GR - NATUZEN;SIN TACC;NATUZEN;3581
300;ADELGAFRUTA MANZANA NARANJA X 20 - SAINT GOTTARD;INFUSIONES Y TES;SAINT GOTTARD;6410
3000;ISOFLAVONAS x 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;6807
301;ARANDANO URY SUPL X 60 CAP - VITAMIN WAY;LABORATORIO;VITAMIN WAY;25138
302;ARANDANO URY SUPL X 30 CAP - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12684
303;CASCARA SAGR. + ALOE X 30 CAP - VITAMIN WAY;LABORATORIO;VITAMIN WAY;7048
304;CASCARA + ALOE X 60 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12350
305;COLAGENO + CALCIO X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;10264
306;FOSFOMEMORY X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12915
307;FOSFOMEMORY X 60 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;17342
308;DOBLE GINSENG + GUARANA X 60 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;13780
309;HAIR FORMULA X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;18376
3092;MUECAS SPORTCLUB PROTEICA;VARIOS;MUECAS;2078
3094;Prop�leos Bruto;VARIOS;;27052
3099;GELATINA LIGTH FRAMBUESA - BC;SIN AZ�CAR;BC;1635
31;CHEDDAR FETAS 200GR - FELICES LAS VACAS;VEGANOS;FELICES LAS VACAS;3564
310;MAGNESIO + POTASIO X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;7184
311;MILANESA DE ARVEJA Y CALABAZA - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5598
312;OMEGA 3 DUO X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;19151
313;OMEGA 3 DUO X 60 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;36681
314;CLOROFILA X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;12826
315;COMPLEJO VEGANO X 30 CAP VW - VITAMIN WAY;LABORATORIO;VITAMIN WAY;8809
3150;TEMPEH UMAMI GARBANZO X 300 GR;SIN TACC;UMAMI;7024
3151;TEMPEH DE SOJA MEDALLON X 4U - UMAMI;SIN TACC;UMAMI;7516
